None,'[["header"],["left", "right"],["footer"]]',2012-06-01 18:48:38,1,1,col2.mako,col2,2012-06-01 18:48:38
None,'[["header"],["left1", "right1"],["left2", "center", "right2"], ["footer"]]',2012-06-01 18:48:38,1,1,col3.mako,col3,2012-06-01 18:48:38
None,'[["main"], ["main_left", "main_right"], ["main_bottom"], ["side"]]',2012-06-01 18:48:38,1,1,ticketstar.sports.mako,チケットスター：スポーツ,2012-06-01 18:48:38
None,'[["main"], ["main_left", "main_right"], ["main_bottom"], ["side"]]',2012-06-01 18:48:38,1,1,ticketstar.music.mako,チケットスター：音楽,2012-06-01 18:48:38
None,'[["main"], ["main_left", "main_right"], ["main_bottom"], ["side"]]',2012-06-01 18:48:38,1,1,ticketstar.stage.mako,チケットスター：演劇,2012-06-01 18:48:38
None,'[["main", "side"]]',2012-06-01 18:48:38,1,1,ticketstar.help.mako,チケットスター：ヘルプ,2012-06-01 18:48:38
None,'[["main", "side"]]',2012-06-01 18:48:38,1,1,ticketstar.first.mako,ticketstar.はじめに,2012-06-01 18:48:38
None,'[["main"], ["main_left", "main_right"], ["main_bottom"], ["side"]]',2012-06-01 18:48:38,1,1,ticketstar.event.mako,チケットスター：イベント・その他,2012-06-01 18:48:38
None,'[["topicPath"], ["main", "side"],["userBox"]]',2012-06-01 18:48:38,1,1,ticketstar.detail.mako,チケットスター：イベント詳細,2012-06-01 18:48:38
None,'[["main_top"], ["main_left", "main_right"],["main_bottom"],["side"]]',2012-06-01 18:48:38,1,1,ticketstar.detail2.mako,'チケットスター：イベント詳細(画像+テキスト)',2012-06-01 18:48:38
None,'[["main", "side"]]',2012-06-01 18:48:38,1,1,ticketstar.change.mako,チケットスター：更新情報,2012-06-01 18:48:38
None,'[["main"], ["main_left", "main_right"], ["main_bottom"], ["side_top"], ["side_bottom"]]',2012-06-01 18:48:38,1,1,ticketstar.top.mako,チケットスター：トップ,2012-06-01 18:48:38


